id	is_closed	name	province	city	detail_addr	tel	business_hours	holiday	type	grade	homepage	latitude	longitude	menu	zip	parking	tel2	distance	rough_map_desc	price	
245	false	콩맘마	수도권	양주	경기도 양주시 광적면 가납리 42-6	031-836-1188			주문식	일부 채식	http://cafe.naver.com/foodk//3277&	37.833395	127.000712	육류, 생선도 취급하므로 채식으로 별도 주문							
249	false	화진포 막국수	강원	고성	강원도 고성군 거진읍 화포리 70	033-686-8182			주문식	일부 채식	http://hwajinpo.biz	38.451004	128.440662	동치미막국수(주문하실 때 계란 빼고 주문요청)							
250	false	태원	충청	대전	대전광역시 서구 둔산동 1242	042-488-8838			주문식	일부 채식	http://www.hellodd.com/Kr/DD_Life/FoodHouse/Board_Main.asp?Ftype=R&Seq=135	36.346173	127.381676	중화요리 채식으로 주문					흥남면옥 옆		
252	false	칼만사 ? 둔산점	충청	대전	대전광역시 서구 둔산1동 1396	042 - 477 ? 8254			주문식	일부 채식	http://amandak.tistory.com/38	36.353264	127.387949	흰칼국수, 김치에는 젓갈이 들어감					검찰청정문쪽	5,000원	
253	false	칼만사 ? 오류점	충청	대전	대전 중구 오류동 177-4	042-536-3234			주문식	일부 채식	http://amandak.tistory.com/38	36.326639	127.405347	흰칼국수, 김치에는 젓갈이 들어감						5,000원	
254	false	인디 Indy   인도음식	충청	대전	대전광역시 서구 둔산2동 1369	042-471-7052	점심 ~ 15:00, 17:30 ~ 22:00		주문식	일부 채식	http://coolmang.blog.me/10105338841	36.35471	127.379987						둔산 이마트 둔산 vip맞은 편	19,000원 정도	
256	false	무지개회관	충청	대전	대전 서구 둔산 1332	042-488-5600			주문식	일부 채식	http://blog.naver.com/gosumpig/30104613985	36.352466	127.380959	돌솥밥(계란이 나옴, 찌개 육수대신 채식 부탁)					갤러리아타임월드 건너편 국민은행 뒷길		
257	false	귀빈돌솥밥	충청	대전	대전 서구 만년동 349	042-488-3340			주문식	일부 채식	http://blog.naver.com/photobyn/130103181837	36.366348	127.380508	돌솥밥 주문시 고기, 계란 등 동물성 빼고							
258	false	감자바위골	충청	대전	대전시 중구 문창동 355-12	042-283-1311			주문식	일부 채식	http://cafe.naver.com/ululul/66657	36.322166	127.433693	콩국수, 팥칼국수, 감자전 주문 가능					대전, 문창시장		
260	false	능금뜰	충청	괴산	충청북도 괴산군 연풍면 원풍리 454-1	043-834-1188			주문식	일부 채식	http://blog.naver.com/parksunjea/130097080645	36.78593	128.016661	두부찌개, 비빔밥, 꼭 전화 예약후 가야함					충북 괴산군 연풍면 신풍리 절골입구		
262	false	수박 껍질과 하얀 절편	수도권	서울	서울 마포 상수 312-4	070-7558-0015			주문식	일부 채식	http://cafe.naver.com/ululul/79904	37.548689	126.921409	유부 꿈 주머니 전골, 야채 볶음밥					홍대 상수역		
263	false	미스터락(Mr. 락)	수도권	서울	서울특별시 강남구 역삼동 817-1	02-569-1233			주문식	일부 채식	http://cafe.naver.com/ululul/78474	37.50056	127.027543	안주를 채식 부탁(볶음우동,떡볶이,두부튀김,꼬치,샐러드)					wa bar 와바 맞은편 건물 2층		
264	false	오요리 (다문화레스토랑)	수도권	서울	서울 마포구 서교동  409-10	02-332-5525		월요일 휴무	주문식	일부 채식	http://cafe.naver.com/ululul/79838	37.549342	126.921736						상수역 근처		
265	false	카사블랑카	수도권	서울	서울특별시 용산구 용산2가동 44-7	02-797-8367	오후 5시 ~ 밤 10시 30분 또는 11시		주문식	일부 채식	http://cafe.naver.com/ululul/80074	37.541603	126.987103	수제 채식 샌드위치, 샐러드, 스프					녹사평역 2번 출구 도보 10분에서 15분 사이		
266	false	페트라(중동음식점)	수도권	서울	서울특별시 용산구 이태원2동 552	02-790-4433			주문식	일부 채식	http://cafe.naver.com/ululul/78644	37.534629	126.987704						녹사평역 1번 출구 육교 건너 오른편 언덕 2층집		
267	false	서브웨이 - 동두천	수도권	동두천	경기도 동두천시 보산동 362-14	031-863-2270			주문식	일부 채식	http://www.subwaykorea.co.kr	37.915745	127.057674	베지 샌드위치							
270	false	서브웨이 - 수지중앙	수도권	수지	경기도 용인시 수지구 풍덕천동 712-3	031-896-3003			주문식	일부 채식	http://www.subwaykorea.co.kr	37.32333	127.095675	베지 샌드위치					수지프라자		
272	false	서브웨이 - 아주대점	수도권	수원	경기도 수원시 영통구 원천동 25-10	031-217-1223			주문식	일부 채식	http://www.subwaykorea.co.kr	37.276933	127.044082	베지 샌드위치							
273	false	서브웨이 - 안양롯데	수도권	안양	경기도 안양시 만안구 안양1동 88-1	031-463-1765			주문식	일부 채식	http://www.subwaykorea.co.kr	37.404996	126.920069	베지 샌드위치					롯데백화점 7층		
274	false	서브웨이 - 평촌점	수도권	평촌	경기도 안양시 동안구 관양동 1608-2	031-388-0867			주문식	일부 채식	http://www.subwaykorea.co.kr	37.393628	126.964209	베지 샌드위치					현대아이스페이스 104호		
275	false	서브웨이 - 영대의대	경상	대구	대구시 대명5동 30-1	053-626-3227			주문식	일부 채식	http://www.subwaykorea.co.kr	35.847483	128.59023	베지 샌드위치							
276	false	서브웨이 - 영진전문대	경상	대구	대구광역시 북구 복현2동 218	053-942-1333			주문식	일부 채식	http://www.subwaykorea.co.kr	35.89597	128.622312	베지 샌드위치					영진전문대학교 정보관		
277	false	서브웨이 - 강남역	수도권	서울	서울시 강남구 역삼동 818-1	02-557-4727			주문식	일부 채식	http://www.subwaykorea.co.kr	37.49968	127.027979	베지 샌드위치					지천빌딩1층		
278	false	서브웨이 - 구로디지털	수도권	서울	서울시 구로구 구로동 811	02-850-2508			주문식	일부 채식	http://www.subwaykorea.co.kr	37.484257	126.899248	베지 샌드위치					사이언스 밸리 109호		
279	false	서브웨이 - 대치	수도권	서울	서울시 강남구 대치4동 932-4	02-539-2226			주문식	일부 채식	http://www.subwaykorea.co.kr	37.499072	127.058599	베지 샌드위치					성지 빌딩 102호		
280	false	서브웨이 - 대학로	수도권	서울	서울시 종로구 혜화동 178-1	02-742-8882			주문식	일부 채식	http://www.subwaykorea.co.kr	37.583334	127.001953	베지 샌드위치							
281	false	서브웨이 - 서울대점	수도권	서울	서울시 관악구 봉천동 856-5	02-887-6887			주문식	일부 채식	http://www.subwaykorea.co.kr	37.479608	126.952839	베지 샌드위치					대우슈페리움 110호		
282	false	서브웨이 - 서초	수도권	서울	서울시 서초구 서초동 1316-3	02-596-7331			주문식	일부 채식	http://www.subwaykorea.co.kr	37.497895	127.024065	베지 샌드위치					성원빌딩 101호		
283	false	서브웨이 - 성대	수도권	서울	서울시 종로구 명륜4가 188-4	02-741-0677			주문식	일부 채식	http://www.subwaykorea.co.kr	37.582454	126.998509	베지 샌드위치					동화빌딩		
284	false	서브웨이 - 성신여대점	수도권	서울	서울시 성북구 동선동 1가 77	010-9753-5311			주문식	일부 채식	http://www.subwaykorea.co.kr	37.591085	127.018414	베지 샌드위치							
285	false	서브웨이 - 숙명여대점	수도권	서울	서울시 용산구 청파동2가 71-19 2층	010-9208-2454			주문식	일부 채식	http://www.subwaykorea.co.kr	37.54479	126.968154	베지 샌드위치							
286	false	서브웨이 - 시청점	수도권	서울	서울시 중구 다동 156	010-9819-0600			주문식	일부 채식	http://www.subwaykorea.co.kr	37.567036	126.980501	베지 샌드위치					YG빌딩 B-113		
287	false	서브웨이 - 신촌점	수도권	서울	서울시 서대문구 창천동 20-21 1층	010-7697-1248			주문식	일부 채식	http://www.subwaykorea.co.kr	37.556727	126.940824	베지 샌드위치							
288	false	서브웨이 - 압구정	수도권	서울	서울시 강남구 신사동 579-6	02-511-1022			주문식	일부 채식	http://www.subwaykorea.co.kr	37.525952	127.027127	베지 샌드위치					태암빌딩		
289	false	서브웨이 - 외대점	수도권	서울	서울시 동대문구 이문동 305-61	070-4137-7702			주문식	일부 채식	http://www.subwaykorea.co.kr	37.595664	127.061509	베지 샌드위치							
290	false	서브웨이 - 이태원	수도권	서울	서울시 용산구 이태원동 128-13	02-790-3744			주문식	일부 채식	http://www.subwaykorea.co.kr	37.534175	126.992929	베지 샌드위치							
291	false	서브웨이 - 잠실	수도권	서울	서울시 송파구 신천동 11-9	02-412-4950			주문식	일부 채식	http://www.subwaykorea.co.kr	37.51653	127.104171	베지 샌드위치					한신잠실코아오피스텔 107호		
292	false	서브웨이 - 종로	수도권	서울	서울시 종로구 종로2가 12	02-737-0034			주문식	일부 채식	http://www.subwaykorea.co.kr	37.570388	126.985898	베지 샌드위치					통일빌딩 1층		
293	false	서브웨이 - 중앙대점	수도권	서울	서울시 동작구 흑석1동 195-19	016-392-6429			주문식	일부 채식	http://www.subwaykorea.co.kr	37.50701	126.958397	베지 샌드위치							
294	false	서브웨이 - 한양대	수도권	서울	서울시 성동구 행당동 12-10	02-2299-3555			주문식	일부 채식	http://www.subwaykorea.co.kr	37.559772	127.04129	베지 샌드위치							
295	false	서브웨이 - 홍대	수도권	서울	서울시 마포구 서교동 486	02-324-6688			주문식	일부 채식	http://www.subwaykorea.co.kr	37.553754	126.923682	베지 샌드위치					서교프르지오상가 112호		
296	false	서브웨이 - 회기점	수도권	서울	서울시 동대문구 휘경동 191-5	02-964-3166			주문식	일부 채식	http://www.subwaykorea.co.kr	37.590211	127.057134	베지 샌드위치					채원빌딩 1층		
297	false	서브웨이 - 인천공항	수도권	인천	인천광역시 중구 운서동 2851	032-743-2540			주문식	일부 채식	http://www.subwaykorea.co.kr	37.446769	126.454038	베지 샌드위치					인천국제공항여객터미널3층		
298	false	서브웨이 - 가경	충청	청주	충청북도 청주시 흥덕구 가경동 1416-3	043-234-1776			주문식	일부 채식	http://www.subwaykorea.co.kr	36.626146	127.431238	베지 샌드위치					드림플러스 1528호		
299	false	서브웨이 - 남문	충청	청주	청주시 상담구 남문로 2가 95	043-250-3227			주문식	일부 채식	http://www.subwaykorea.co.kr	36.631885	127.488935	베지 샌드위치							
300	false	서브웨이 - 청주대	충청	청주	청주시 상당구 우암동 227-5	043-252-8184			주문식	일부 채식	http://www.subwaykorea.co.kr	36.651337	127.489666	베지 샌드위치							
349	false	본비빔밥 - 개농역점	수도권	서울	서울 송파구 가락동 166-2	02-3012-3399			주문식	일부 채식	http://www.bonbab.co.kr	37.497937	127.134245	생야채비빕밥(국과 김치 제외)					에스케이허브파크 1층 102호	생야채비빕밥 6,000원	
350	false	본비빔밥 - 건대점	수도권	서울	서울 광진구 화양동 3-30 2층	02-466-4287			주문식	일부 채식	http://www.bonbab.co.kr	37.542967	127.071807	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
351	false	본비빔밥 - 광화문점	수도권	서울	서울 종로구 세종로 204-1 2층	02-723-5225			주문식	일부 채식	http://www.bonbab.co.kr	37.570417	126.976265	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
352	false	본비빔밥 - 노원점	수도권	서울	서울 노원구 상계동 735-3	02-951-1133			주문식	일부 채식	http://www.bonbab.co.kr	37.653096	127.058402	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
353	false	본비빔밥 - 다동점	수도권	서울	서울 중구 다동 131	02-773-9849			주문식	일부 채식	http://www.bonbab.co.kr	37.567604	126.980932	생야채비빕밥(국과 김치 제외)					삼덕빌딩 1층 104호	생야채비빕밥 6,000원	
354	false	본비빔밥 - 대학로점	수도권	서울	서울 종로구 명륜4가 22-1 2층	02-745-1116			주문식	일부 채식	http://www.bonbab.co.kr	37.582764	127.001521	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
355	false	본비빔밥 - 명동점	수도권	서울	서울 중구 충무로1가 25-8	02-777-0737			주문식	일부 채식	http://www.bonbab.co.kr	37.56102	126.982265	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
356	false	본비빔밥 - 명동중앙로점	수도권	서울	서울특별시 중구 명동2가 2-2	02-777-7845			주문식	일부 채식	http://www.bonbab.co.kr	37.563685	126.98538	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
357	false	본비빔밥 - 보라매아카데미점	수도권	서울	서울 동작구 신대방동 395-69	02-843-6376			주문식	일부 채식	http://www.bonbab.co.kr	37.491292	126.924093	생야채비빕밥(국과 김치 제외)					보라매아카데미타워 2층 203호	생야채비빕밥 6,000원	
358	false	본비빔밥 -  장한평역점	수도권	서울	서울 동대문구 장안동 465-1	02-2244-6211			주문식	일부 채식	http://www.bonbab.co.kr	37.561772	127.066773	생야채비빕밥(국과 김치 제외)					우리은행 뒷편	생야채비빕밥 6,000원	
359	false	본비빔밥 - 종로2가점	수도권	서울	서울 종로구 관철동 7-25	02-733-6388			주문식	일부 채식	http://www.bonbab.co.kr	37.569409	126.987375	생야채비빕밥(국과 김치 제외)					대명빌딩 1층	생야채비빕밥 6,000원	
360	false	본비빔밥 -  가산디지털 2단지점	수도권	서울	서울 금천구 가산동 60-5	02-859-6464			주문식	일부 채식	http://www.bonbab.co.kr	37.479451	126.88752	생야채비빕밥(국과 김치 제외)					가산갑을그레이트밸리 2층 218호	생야채비빕밥 6,000원	
361	false	본비빔밥 -  강남역점	수도권	서울	서울 서초구 서초동 1328-11	02-525-6653			주문식	일부 채식	http://www.bonbab.co.kr	37.494745	127.028586	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
362	false	본비빔밥 -  구역삼세무서점	수도권	서울	서울 강남구 역삼동 747-5	02-557-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.495667	127.037849	생야채비빕밥(국과 김치 제외)					브라운스톤 상가 ⓐ101동 103호	생야채비빕밥 6,000원	
363	false	본비빔밥 -  동탄능동점	수도권	서울	경기 화성시 능동 1114-6	031-8003-1235			주문식	일부 채식	http://www.bonbab.co.kr	37.209074	127.06072	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
364	false	본비빔밥 -  마포롯데캐슬점	수도권	서울	서울 마포구 공덕동 467	02-706-6233			주문식	일부 채식	http://www.bonbab.co.kr	37.544892	126.950583	생야채비빕밥(국과 김치 제외)					롯데캐슬프레지던트상가 지하1층 13-1호	생야채비빕밥 6,000원	
365	false	본비빔밥 -  목동파라곤점	수도권	서울	서울 양천구 목1동 917-6	02-2647-6233			주문식	일부 채식	http://www.bonbab.co.kr	37.529333	126.876072	생야채비빕밥(국과 김치 제외)					목동파라곤몰 B1 15호	생야채비빕밥 6,000원	
366	false	본비빔밥 -  반포서래점	수도권	서울	서울 서초구 반포동 95-8	02-537-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.497986	126.998106	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
367	false	본비빔밥 -  서초법원점	수도권	서울	서울 서초구 서초동  1572-15	02-525-2909			주문식	일부 채식	http://www.bonbab.co.kr	37.492406	127.011395	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
368	false	본비빔밥 -  신도림점	수도권	서울	서울 구로구 신도림동 437-1	02-2677-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.506408	126.883367	생야채비빕밥(국과 김치 제외)					태영프라자 112호	생야채비빕밥 6,000원	
369	false	본비빔밥 -  신사점	수도권	서울	서울 강남구 신사동 537-7	02-549-6233			주문식	일부 채식	http://www.bonbab.co.kr	37.517959	127.023155	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
370	false	본비빔밥 -  양남사거리점	수도권	서울	서울 영등포구 문래동3가 84-2	02-2634-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.520612	126.88991	생야채비빕밥(국과 김치 제외)					동국 메뜨리앙 108호	생야채비빕밥 6,000원	
371	false	본비빔밥 -  여의도역점	수도권	서울	서울 영등포구 여의도동 26	02-785-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.522859	126.924088	생야채비빕밥(국과 김치 제외)					에스트레뉴 빌딩 105호	생야채비빕밥 6,000원	
372	false	본비빔밥 -  오목교역점	수도권	서울	서울 양천구 목동 404-151	02-2652-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.522718	126.87512	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
373	false	본비빔밥 -  잠실레이크팰리스점	수도권	서울	서울 송파구 삼전동 22-1 102호	02-418-6233			주문식	일부 채식	http://www.bonbab.co.kr	37.507069	127.092256	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
374	false	본비빔밥 -  종각역점	수도권	서울	서울 종로구 종로2가 10	02-730-6388			주문식	일부 채식	http://www.bonbab.co.kr	37.570389	126.985721	생야채비빕밥(국과 김치 제외)					2,3층	생야채비빕밥 6,000원	
375	false	본비빔밥 -  종로1가점	수도권	서울	서울특별시 종로구 종로1가 24	02-732-6233			주문식	일부 채식	http://www.bonbab.co.kr	37.570433	126.97987	생야채비빕밥(국과 김치 제외)					르메이에르종로타운1 108호	생야채비빕밥 6,000원	
376	false	본비빔밥 - 서울대입구역점	수도권	서울	서울 관악구 봉천동 856-5	02-877-4204			주문식	일부 채식	http://www.bonbab.co.kr	37.479608	126.952839	생야채비빕밥(국과 김치 제외)					대우 디오슈테리움1단지 113호	생야채비빕밥 6,000원	
377	false	본비빔밥 - 서울역점	수도권	서울	서울 중구 남대문로5가 12-5	02-774-7565			주문식	일부 채식	http://www.bonbab.co.kr	37.557948	126.97381	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
378	false	본비빔밥 - 선릉점	수도권	서울	서울 강남구 역삼동 705	02-567-3767			주문식	일부 채식	http://www.bonbab.co.kr	37.504723	127.046974	생야채비빕밥(국과 김치 제외)					정다운빌딩 2층	생야채비빕밥 6,000원	
379	false	본비빔밥 - 신대방점	수도권	서울	서울특별시 동작구 신대방1동 719	02-3289-1855			주문식	일부 채식	http://www.bonbab.co.kr	37.487482	126.906835	생야채비빕밥(국과 김치 제외)					동작상떼빌 105동 104호	생야채비빕밥 6,000원	
380	false	본비빔밥 - 양천구청점	수도권	서울	서울 양천구 신정동 321-6	02-2650-8856			주문식	일부 채식	http://www.bonbab.co.kr	37.517454	126.865486	생야채비빕밥(국과 김치 제외)					센트럴프라자 1층 102호 321-6	생야채비빕밥 6,000원	
381	false	본비빔밥 - 역삼역점	수도권	서울	서울 강남구 역삼동 637-35	02-568-3009			주문식	일부 채식	http://www.bonbab.co.kr	37.500771	127.033192	생야채비빕밥(국과 김치 제외)					2층 201호	생야채비빕밥 6,000원	
382	false	본비빔밥 - 인사동점	수도권	서울	서울 종로구 인사동 75-1	02-736-4288			주문식	일부 채식	http://www.bonbab.co.kr	37.570736	126.98739	생야채비빕밥(국과 김치 제외)					태영빌딩 1층	생야채비빕밥 6,000원	
383	false	본비빔밥 - 종로3가점	수도권	서울	서울 종로구 묘동 204-1	02-766-3330			주문식	일부 채식	http://www.bonbab.co.kr	37.570961	126.991875	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
384	false	본비빔밥 - 종로5가점	수도권	서울	서울 종로구 효제동 306-2 2층	02-741-0202			주문식	일부 채식	http://www.bonbab.co.kr	37.572584	127.001817	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
385	false	본비빔밥 - 포이점	수도권	서울	서울 서초구 양재동 276-6	02-572-5720			주문식	일부 채식	http://www.bonbab.co.kr	37.476644	127.045215	생야채비빕밥(국과 김치 제외)					오석빌딩	생야채비빕밥 6,000원	
386	false	본비빔밥 - 범계역점	수도권	안양	경기 안양시 동안구 비산동 1108	031-386-3123			주문식	일부 채식	http://www.bonbab.co.kr	37.391114	126.950017	생야채비빕밥(국과 김치 제외)					금강벤처텔 107호	생야채비빕밥 6,000원	
387	false	본비빔밥 - 용인신갈점	수도권	용인	경기 용인시 기흥구 구갈동 412-9	031-282-5800			주문식	일부 채식	http://www.bonbab.co.kr	37.273574	127.110317	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
388	false	본비빔밥 - 일산화정점	수도권	고양	경기 고양시 덕양구 화정2동 984-4 1층	031-973-9125			주문식	일부 채식	http://www.bonbab.co.kr	37.631925	126.831138	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
389	false	본비빔밥 -  가평점	수도권	가평	경기 가평군 가평읍 읍내리 473-20	031-582-1111			주문식	일부 채식	http://www.bonbab.co.kr	37.83004	127.513847	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
390	false	본비빔밥 -  남양주도농점	수도권	남양주	경기 남양주시 도농동 1-29	031-558-8008			주문식	일부 채식	http://www.bonbab.co.kr	37.608592	127.158659	생야채비빕밥(국과 김치 제외)					부영애시앙2동 152호	생야채비빕밥 6,000원	
391	false	본비빔밥 -  동탄삼성반도체점	수도권	화성	경기 화성시 석우동 31-2	031-8015-0441			주문식	일부 채식	http://www.bonbab.co.kr	37.218165	127.077878	생야채비빕밥(국과 김치 제외)					디지털스테이션 109호	생야채비빕밥 6,000원	
392	false	본비빔밥 -  부천시청점	수도권	부천	경기 부천시 원미구 중동 1034-4	032-327-6233			주문식	일부 채식	http://www.bonbab.co.kr	37.504735	126.766787	생야채비빕밥(국과 김치 제외)					드림빌딩	생야채비빕밥 6,000원	
393	false	본비빔밥 -  분당구미점	수도권	성남	경기 성남시 분당구 구미동 8-2	031-726-3839			주문식	일부 채식	http://www.bonbab.co.kr	37.349653	127.107733	생야채비빕밥(국과 김치 제외)					MD플라자 106호	생야채비빕밥 6,000원	
394	false	본비빔밥 -  수원역사직영점	수도권	수원	경기 수원시 팔달구 매산로1가 18	031-240-1362			주문식	일부 채식	http://www.bonbab.co.kr	37.266125	126.999884	생야채비빕밥(국과 김치 제외)					수원애경역사 3층	생야채비빕밥 6,000원	
395	false	본비빔밥 -  시흥은행점	수도권	시흥	경기 시흥시 대야동 574	031-311-6235			주문식	일부 채식	http://www.bonbab.co.kr	37.444914	126.797523	생야채비빕밥(국과 김치 제외)					루비프라자 104호	생야채비빕밥 6,000원	
396	false	본비빔밥 -  양주고읍점	수도권	양주	경기 양주시 광사동 617	031-846-6282			주문식	일부 채식	http://www.bonbab.co.kr	37.791521	127.064234	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
397	false	본비빔밥 -  오산세교점	수도권	오산	경기 오산시 금암동  33	031-376-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.1779	127.04398	생야채비빕밥(국과 김치 제외)					백현프라자 1층 103호	생야채비빕밥 6,000원	
398	false	본비빔밥 -  일산라페스타점	수도권	일산	경기 고양시 일산동구 장항동 734-1	031-924-6288			주문식	일부 채식	http://www.bonbab.co.kr	37.663249	126.768175	생야채비빕밥(국과 김치 제외)					노블리제 제1층 103호	생야채비빕밥 6,000원	
399	false	본비빔밥 -  향남점	수도권	화성	경기도 화성시 향남읍 행정리 481	031-354-7500			주문식	일부 채식	http://www.bonbab.co.kr	37.128421	126.928549	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
400	false	본비빔밥 - 부천소풍점	수도권	부천	경기 부천시 원미구 상동 539-1	032-624-7577			주문식	일부 채식	http://www.bonbab.co.kr	37.504079	126.756622	생야채비빕밥(국과 김치 제외)					부천터미널 소풍 6층 F03-1	생야채비빕밥 6,000원	
401	false	본비빔밥 - 산본점	수도권	군포	경기 군포시 산본동 1142-12	031-398-1122			주문식	일부 채식	http://www.bonbab.co.kr	37.358834	126.93269	생야채비빕밥(국과 김치 제외)					군포상가201호	생야채비빕밥 6,000원	
402	false	본비빔밥 - 수원영통점	수도권	수원	경기 수원시 영통구 영통동 998-6	031-205-8252			주문식	일부 채식	http://www.bonbab.co.kr	37.252036	127.07444	생야채비빕밥(국과 김치 제외)					제104호	생야채비빕밥 6,000원	
403	false	본비빔밥 - 수원인계점	수도권	수원	경기 수원시 팔달구 인계동 1113-11	031-226-6133			주문식	일부 채식	http://www.bonbab.co.kr	37.263917	127.032252	생야채비빕밥(국과 김치 제외)					1층 115호	생야채비빕밥 6,000원	
404	false	본비빔밥 - 안산본오점	수도권	안산	경기 안산시 상록구 본오동 880-4	031-415-1242			주문식	일부 채식	http://www.bonbab.co.kr	37.296006	126.862773	생야채비빕밥(국과 김치 제외)					103호, 105호	생야채비빕밥 6,000원	
405	false	본비빔밥 - 안산중앙점	수도권	안산	경기 안산시 단원구 고잔동 539-2	031-485-8288			주문식	일부 채식	http://www.bonbab.co.kr	37.318532	126.83803	생야채비빕밥(국과 김치 제외)					대동빌딩 130호	생야채비빕밥 6,000원	
406	false	본비빔밥 - 용인구갈점	수도권	용인	경기 용인시 기흥구 구갈동 353-7	031-275-0410			주문식	일부 채식	http://www.bonbab.co.kr	37.280363	127.112614	생야채비빕밥(국과 김치 제외)					그랜드프라자109호	생야채비빕밥 6,000원	
407	false	본비빔밥 - 용인단국대점	수도권	용인	경기 용인시 수지구 죽전동 1335-2	031-898-1737			주문식	일부 채식	http://www.bonbab.co.kr	37.32423	127.125	생야채비빕밥(국과 김치 제외)					단대 성지프라자 2층 201호	생야채비빕밥 6,000원	
408	false	본비빔밥 - 용인동백백현점	수도권	용인	경기 용인시 기흥구 동백동 598-4	031-285-1020			주문식	일부 채식	http://www.bonbab.co.kr	37.281947	127.160212	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
409	false	본비빔밥 - 평촌역점	수도권	안양	경기 안양시 동안구 관양동 1606	031-476-1331			주문식	일부 채식	http://www.bonbab.co.kr	37.392946	126.962245	생야채비빕밥(국과 김치 제외)					주공공이 제1층 116호	생야채비빕밥 6,000원	
410	false	본비빔밥 - 평택지산점	수도권	평택	경기 평택시 지산동  1128	031-667-6282			주문식	일부 채식	http://www.bonbab.co.kr	37.080158	127.064196	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
411	false	본비빔밥 - 김해내외동점	경상	김해	경남 김해시 외동 1255-6	055-331-5511			주문식	일부 채식	http://www.bonbab.co.kr	35.233493	128.866133	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
412	false	본비빔밥 -  거제고현점	경상	거제	경상남도 거제시 고현동 978-8	055-635-4000			주문식	일부 채식	http://www.bonbab.co.kr	34.890097	128.623723	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
413	false	본비빔밥 -  김해 진영점	경상	김해	경상남도 김해시 진영읍 진영리 1612-5	055-343-6288			주문식	일부 채식	http://www.bonbab.co.kr	35.307837	128.729843	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
414	false	본비빔밥 -  김해율하점	경상	김해	경남 김해시 장유면 율하리 1357-5	055-339-9200			주문식	일부 채식	http://www.bonbab.co.kr	35.169496	128.813523	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
415	false	본비빔밥 -  진해자은점	경상	진해	경남 진해시 석동 663-5	055-547-8686			주문식	일부 채식	http://www.bonbab.co.kr	35.153581	128.70745	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
416	false	본비빔밥 -  창원 안민동점	경상	창원	경남 창원시 천선동 1150-2	055-266-7946			주문식	일부 채식	http://www.bonbab.co.kr	35.187995	128.693577	생야채비빕밥(국과 김치 제외)						생야채비빕밥 6,000원	
417	false	본비빔밥 -  창원토월성원점	경상	창원	경남 창원시 상남동 45-1	055-286-6288			주문식	일부 채식	http://www.bonbab.co.kr	35.216673	128.692081	생야채비빕밥(국과 김치 제외)					스카이웰빙파크 119-1호	생야채비빕밥 6,000원	
418	false	본비빔밥 -  휴앤락몰점	경상	김해	경남 김해시 내동 1131-4	055-326-9991			주문식	일부 채식	http://www.bonbab.co.kr	35.242163	128.868592	생야채비빕밥(국과 김치 제외)					휴앤락몰 118호	생야채비빕밥 6,000원	
419	false	본비빔밥 - 진주경상대점	경상	진주	경남 진주시 가좌동 492-1	055-754-0592			주문식	일부 채식	http://www.bonbab.co.kr	35.152615	128.105961	생야채비빕밥(국과 김치 제외)					프리윌상가	생야채비빕밥 6,000원	
